Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Region,State,Product_ID,Product_Name,Category,Sub_Category,Sales,Quantity,Discount,Profit
ORD-202305-04052,2023-05-13,2023-05-19,Standard Class,CUST-1214,Varun Dubey,Consumer,East,West Bengal,PROD-0178,Pen Stand Premium,Office Supplies,Binders & Organizers,734.52,1,0.15,191.94
ORD-202211-07612,2022-11-19,2022-11-25,Standard Class,CUST-1336,Sara Gupta,Consumer,South,Andhra Pradesh,PROD-0161,Envelope Pack 100,Office Supplies,Paper,1685.05,1,0.1,271.78
ORD-202305-03363,2023-05-26,2023-05-28,First Class,CUST-1004,Manish Verma,Corporate,North,Delhi,PROD-0116,Samsung Galaxy Book,Technology,Laptops,33238.89,1,0.0,9857.83
ORD-202104-06930,2021-04-25,2021-04-27,Second Class,CUST-1028,Ishaan Iyer,Corporate,South,Tamil Nadu,PROD-0113,ASUS ROG Zephyrus,Technology,Laptops,317111.03,3,0.0,106013.41
ORD-202406-00726,2024-06-02,2024-06-03,First Class,CUST-1266,Ishaan Banerjee,Corporate,South,Andhra Pradesh,PROD-0118,iPad Pro,Technology,Tablets,83297.79,2,0.0,23639.29
ORD-202305-05982,2023-05-17,2023-05-24,Standard Class,CUST-1372,Pooja Chopra,Consumer,East,Odisha,PROD-0126,JBL Flip 6,Technology,Accessories,21310.38,2,0.0,3318.73
ORD-202311-00979,2023-11-25,2023-11-28,Second Class,CUST-1279,Isha Sinha,Corporate,West,Maharashtra,PROD-0111,HP Spectre x360,Technology,Laptops,455788.33,4,0.15,139792.79
ORD-202310-00809,2023-10-03,2023-10-05,Second Class,CUST-1314,Priya Chopra,Small Business,West,Goa,PROD-0172,Projector Portable,Office Supplies,Office Equipment,7811.78,1,0.1,739.34
ORD-202109-05124,2021-09-15,2021-09-20,Standard Class,CUST-1105,Aditya Mehra,Small Business,East,Assam,PROD-0142,Study Table,Furniture,Tables,29242.4,1,0.3,-7120.15
ORD-202106-01476,2021-06-04,2021-06-06,First Class,CUST-1033,Ritika Jain,Consumer,West,Maharashtra,PROD-0123,Realme Pad 2,Technology,Tablets,74439.4,1,0.1,22242.95
ORD-202106-09696,2021-06-07,2021-06-08,First Class,CUST-1316,Arjun Kumar,Corporate,South,Telangana,PROD-0125,Sony WH-1000XM5,Technology,Accessories,52837.79,4,0.1,13802.05
ORD-202311-09084,2023-11-24,2023-11-30,Standard Class,CUST-1391,Neha Singh,Small Business,West,Maharashtra,PROD-0113,ASUS ROG Zephyrus,Technology,Laptops,175265.0,3,0.0,59929.32
ORD-202210-09409,2022-10-01,2022-10-07,Standard Class,CUST-1234,Tarun Menon,Consumer,West,Maharashtra,PROD-0116,Samsung Galaxy Book,Technology,Laptops,90648.16,1,0.15,31163.55
ORD-202303-03963,2023-03-09,2023-03-13,Standard Class,CUST-1180,Krishna Mishra,Consumer,North,Rajasthan,PROD-0173,Scanner Flatbed,Office Supplies,Office Equipment,38521.9,2,0.0,3046.16
ORD-202208-06496,2022-08-28,2022-09-02,Standard Class,CUST-1378,Ishaan Patel,Consumer,North,Uttarakhand,PROD-0150,Curtain Set Premium,Furniture,Furnishings,11049.65,1,0.1,-281.81
ORD-202206-04962,2022-06-09,2022-06-10,First Class,CUST-1283,Pallavi Kapoor,Consumer,West,Maharashtra,PROD-0145,Filing Cabinet,Furniture,Storage,20264.77,1,0.05,285.56
ORD-202407-01236,2024-07-20,2024-07-25,Standard Class,CUST-1430,Sanjay Yadav,Consumer,East,Jharkhand,PROD-0122,Xiaomi Pad 6,Technology,Tablets,40412.28,1,0.0,7591.63
ORD-202210-01226,2022-10-11,2022-10-13,First Class,CUST-1193,Manish Patel,Small Business,East,Assam,PROD-0131,Boat Airdopes 500,Technology,Accessories,23754.28,2,0.05,3093.79
ORD-202206-08058,2022-06-14,2022-06-17,Standard Class,CUST-1066,Aadhya Reddy,Corporate,South,Andhra Pradesh,PROD-0119,Samsung Galaxy Tab S9,Technology,Tablets,21887.05,1,0.0,3498.39
ORD-202201-06341,2022-01-09,2022-01-12,First Class,CUST-1478,Kunal Joshi,Corporate,East,Jharkhand,PROD-0115,MSI Creator Z16,Technology,Laptops,41020.61,1,0.1,8533.68
ORD-202310-05357,2023-10-14,2023-10-19,Second Class,CUST-1206,Neha Nair,Consumer,West,Gujarat,PROD-0177,Document Holder,Office Supplies,Binders & Organizers,2799.87,2,0.0,1118.2
ORD-202401-05147,2024-01-16,2024-01-23,Standard Class,CUST-1301,Aadhya Banerjee,Consumer,East,Assam,PROD-0137,Recliner Chair,Furniture,Chairs,81049.91,3,0.15,11384.37
ORD-202107-04804,2021-07-22,2021-07-27,Second Class,CUST-1012,Nisha Iyer,Small Business,North,Uttarakhand,PROD-0172,Projector Portable,Office Supplies,Office Equipment,2912.93,1,0.3,705.1
ORD-202308-03218,2023-08-18,2023-08-22,Standard Class,CUST-1091,Vikram Saxena,Consumer,North,Haryana,PROD-0171,Label Maker,Office Supplies,Office Equipment,12796.46,2,0.0,4642.77
ORD-202104-00288,2021-04-16,2021-04-21,Standard Class,CUST-1468,Rahul Chopra,Home Office,East,Assam,PROD-0150,Curtain Set Premium,Furniture,Furnishings,7006.23,1,0.1,115.7
ORD-202310-05080,2023-10-23,2023-10-27,Standard Class,CUST-1166,Aanya Iyer,Home Office,West,Madhya Pradesh,PROD-0173,Scanner Flatbed,Office Supplies,Office Equipment,15071.44,1,0.15,1105.78
ORD-202112-02967,2021-12-22,2021-12-29,Standard Class,CUST-1388,Rajesh Sinha,Consumer,North,Uttar Pradesh,PROD-0156,A4 Paper 500 Sheets,Office Supplies,Paper,3376.69,2,0.0,1328.15
ORD-202205-03165,2022-05-25,2022-05-25,Same Day,CUST-1251,Deepak Kapoor,Consumer,West,Goa,PROD-0106,Vivo X100,Technology,Phones,77027.96,2,0.0,8523.6
ORD-202408-06073,2024-08-16,2024-08-16,Same Day,CUST-1051,Rajesh Jain,Small Business,East,Jharkhand,PROD-0144,Bookshelf 5-Tier,Furniture,Storage,13889.82,2,0.05,1805.92
ORD-202211-08934,2022-11-15,2022-11-18,First Class,CUST-1122,Nisha Mukherjee,Home Office,East,Odisha,PROD-0171,Label Maker,Office Supplies,Office Equipment,15512.38,1,0.15,3644.28
ORD-202412-01658,2024-12-07,2024-12-12,Standard Class,CUST-1291,Rohan Mukherjee,Consumer,South,Tamil Nadu,PROD-0157,Sticky Notes Combo,Office Supplies,Paper,1680.31,1,0.15,539.33
ORD-202311-01976,2023-11-02,2023-11-07,Standard Class,CUST-1384,Aarav Reddy,Home Office,East,Bihar,PROD-0104,Google Pixel 8,Technology,Phones,133071.4,2,0.0,25877.62
ORD-202307-02398,2023-07-06,2023-07-11,Standard Class,CUST-1237,Ayaan Tiwari,Consumer,South,Tamil Nadu,PROD-0162,Parker Pen Set,Office Supplies,Writing,5419.22,2,0.0,377.99
ORD-202110-00453,2021-10-23,2021-10-28,Standard Class,CUST-1355,,Consumer,North,Uttarakhand,PROD-0122,Xiaomi Pad 6,Technology,Tablets,13758.39,1,0.0,2688.33
ORD-202201-09446,2022-01-16,2022-01-22,Standard Class,CUST-1163,Suresh Mishra,Corporate,North,Punjab,PROD-0131,Boat Airdopes 500,Technology,Accessories,21281.43,2,0.0,2813.58
ORD-202110-05255,2021-10-03,2021-10-10,Standard Class,CUST-1498,Sneha Dubey,Consumer,East,Jharkhand,PROD-0124,AirPods Pro,Technology,Accessories,21537.94,3,0.2,702.58
ORD-202206-03682,2022-06-22,2022-06-25,Standard Class,CUST-1365,Pooja Chatterjee,Small Business,North,Rajasthan,PROD-0167,Calligraphy Set,Office Supplies,Writing,2293.29,2,0.3,468.76
ORD-202402-00423,2024-02-03,2024-02-09,Standard Class,CUST-1229,Shivam Reddy,Home Office,South,Kerala,PROD-0111,HP Spectre x360,Technology,Laptops,63741.37,2,0.2,4738.75
ORD-202210-06120,2022-10-19,2022-10-26,Standard Class,CUST-1064,Harsh Agarwal,Consumer,North,Delhi,PROD-0153,Cushion Cover Set,Furniture,Furnishings,3165.95,1,0.1,555.6
ORD-202206-00658,2022-06-06,2022-06-13,Standard Class,CUST-1384,Aarav Reddy,Home Office,East,Bihar,PROD-0173,Scanner Flatbed,Office Supplies,Office Equipment,7110.81,1,0.2,-448.48
ORD-202204-03302,2022-04-15,2022-04-22,Standard Class,CUST-1055,Aanya Sharma,Corporate,North,Uttarakhand,PROD-0156,A4 Paper 500 Sheets,Office Supplies,Paper,1253.43,1,0.05,348.23
ORD-202104-05909,2021-04-01,2021-04-08,Standard Class,CUST-1164,Pooja Bhatia,Corporate,West,Madhya Pradesh,PROD-0166,Gel Pen Pack 20,Office Supplies,Writing,6057.57,5,0.2,-418.33
ORD-202412-02846,2024-12-22,2024-12-24,Second Class,CUST-1475,Riya Khanna,Corporate,North,Uttarakhand,PROD-0127,Logitech MX Master,Technology,Accessories,13677.24,2,0.1,4760.56
ORD-202302-08552,2023-02-06,2023-02-09,Standard Class,CUST-1124,Divya Reddy,Consumer,East,West Bengal,PROD-0117,iPad Air,Technology,Tablets,163855.17,3,0.1,21186.03
ORD-202312-07582,2023-12-04,2023-12-06,First Class,CUST-1350,Lakshmi Kapoor,Corporate,West,Maharashtra,PROD-0144,Bookshelf 5-Tier,Furniture,Storage,34359.39,2,0.2,-3798.28
ORD-202412-01002,2024-12-10,2024-12-13,First Class,CUST-1370,Tushar Mehra,Consumer,North,Rajasthan,PROD-0133,Gaming Chair Pro,Furniture,Chairs,4787.14,1,0.15,230.33
ORD-202106-04199,2021-06-26,2021-06-27,First Class,CUST-1199,Diya Mishra,Home Office,South,Kerala,PROD-0147,TV Entertainment Unit,Furniture,Storage,86772.99,5,0.1,6229.64
ORD-202304-02419,2023-04-26,2023-05-02,Standard Class,CUST-1192,Manish Chatterjee,Home Office,West,Gujarat,PROD-0121,OnePlus Pad,Technology,Tablets,164121.61,5,0.05,32530.12
ORD-202306-07566,2023-06-05,2023-06-09,Standard Class,CUST-1397,Tushar Chatterjee,Home Office,East,Bihar,PROD-0128,Samsung T7 SSD,Technology,Accessories,42537.3,3,0.05,4795.19
ORD-202401-06324,2024-01-24,2024-01-27,Second Class,CUST-1066,Aadhya Reddy,Corporate,South,Andhra Pradesh,PROD-0121,OnePlus Pad,Technology,Tablets,35754.38,1,0.0,6497.78
ORD-202407-03848,2024-07-17,2024-07-19,Second Class,CUST-1135,Ritika Dubey,Small Business,East,Jharkhand,PROD-0121,OnePlus Pad,Technology,Tablets,52246.18,2,0.15,8758.92
ORD-202402-00962,2024-02-14,2024-02-20,Standard Class,CUST-1148,Sneha Nair,Corporate,North,Uttar Pradesh,PROD-0137,Recliner Chair,Furniture,Chairs,23025.22,1,0.2,946.53
ORD-202209-01581,2022-09-21,2022-09-26,Standard Class,CUST-1011,Suresh Singh,Consumer,East,Odisha,PROD-0165,Pencil Box Premium,Office Supplies,Writing,1804.07,4,0.15,202.43
ORD-202311-08092,2023-11-01,2023-11-05,Standard Class,CUST-1249,Meera Chatterjee,Small Business,West,Goa,PROD-0119,Samsung Galaxy Tab S9,Technology,Tablets,114915.73,2,0.05,17559.34
ORD-202411-02207,2024-11-05,2024-11-08,Standard Class,CUST-1446,Krishna Bhatia,Small Business,West,Madhya Pradesh,PROD-0178,Pen Stand Premium,Office Supplies,Binders & Organizers,3614.73,1,0.0,577.95
ORD-202408-06384,2024-08-01,2024-08-01,Same Day,CUST-1145,Nikhil Kapoor,Consumer,North,Delhi,PROD-0161,Envelope Pack 100,Office Supplies,Paper,2285.74,2,0.25,101.59
ORD-202108-05945,2021-08-12,2021-08-14,First Class,CUST-1284,Tanvi Das,Consumer,West,Goa,PROD-0126,JBL Flip 6,Technology,Accessories,12659.82,2,0.0,3498.07
ORD-202205-04232,2022-05-22,2022-05-25,Standard Class,CUST-1235,Harsh Nair,Consumer,East,Assam,PROD-0105,Xiaomi 14,Technology,Phones,225882.45,5,0.0,59845.92
ORD-202209-00758,2022-09-04,2022-09-07,Second Class,CUST-1410,Aadhya Kapoor,Consumer,West,Madhya Pradesh,PROD-0151,Carpet Persian Style,Furniture,Furnishings,26973.56,2,0.1,653.09
ORD-202409-02285,2024-09-22,2024-09-26,Standard Class,CUST-1106,Sneha Kumar,Consumer,West,Gujarat,PROD-0170,Laminator Machine,Office Supplies,Office Equipment,14823.04,4,0.0,2170.31
ORD-202201-09240,2022-01-07,2022-01-12,Standard Class,CUST-1316,Arjun Kumar,Corporate,South,Telangana,PROD-0107,Oppo Find X7,Technology,Phones,25605.93,1,0.05,2789.52
ORD-202307-09385,2023-07-09,2023-07-11,Second Class,CUST-1155,Arjun Kapoor,Small Business,East,Bihar,PROD-0178,Pen Stand Premium,Office Supplies,Binders & Organizers,6039.07,3,0.1,1411.97
ORD-202109-07337,2021-09-01,2021-09-06,Second Class,CUST-1439,Sai Bhatia,Corporate,South,Kerala,PROD-0127,Logitech MX Master,Technology,Accessories,19480.11,2,0.05,5453.82
ORD-202103-00808,2021-03-19,2021-03-19,Same Day,CUST-1471,Vikram Sinha,Consumer,North,Uttarakhand,PROD-0145,Filing Cabinet,Furniture,Storage,17583.74,1,0.05,3068.98
ORD-202303-06135,2023-03-27,2023-03-30,Standard Class,CUST-1282,Arjun Mishra,Consumer,East,Odisha,PROD-0106,Vivo X100,Technology,Phones,168362.61,3,0.1,33932.6
ORD-202306-09920,2023-06-15,2023-06-18,Second Class,CUST-1321,Aanya Mishra,Corporate,North,Rajasthan,PROD-0101,iPhone 15,Technology,Phones,54935.97,2,0.0,16874.27
ORD-202411-01957,2024-11-16,2024-11-22,Standard Class,CUST-1307,Mohit Reddy,Corporate,East,Bihar,PROD-0167,Calligraphy Set,Office Supplies,Writing,1653.07,1,0.0,253.57
ORD-202102-02446,2021-02-08,2021-02-12,Second Class,CUST-1135,Ritika Dubey,Small Business,East,Jharkhand,PROD-0115,MSI Creator Z16,Technology,Laptops,672836.59,5,0.1,124057.25
ORD-202410-09258,2024-10-21,2024-10-28,Standard Class,CUST-1438,Tanvi Pandey,Home Office,North,Punjab,PROD-0168,HP LaserJet Printer,Office Supplies,Office Equipment,14413.53,1,0.15,5231.86
ORD-202105-08222,2021-05-23,2021-05-28,Second Class,CUST-1141,Vivaan Verma,Small Business,South,Telangana,PROD-0174,Ring Binder Set,Office Supplies,Binders & Organizers,2006.42,2,0.1,735.99
ORD-202405-08038,2024-05-21,2024-05-26,Second Class,CUST-1091,Vikram Saxena,Consumer,North,Haryana,PROD-0179,Cable Management Kit,Office Supplies,Binders & Organizers,10168.98,4,0.0,2807.94
ORD-202409-02403,2024-09-03,2024-09-09,Standard Class,CUST-1266,Ishaan Banerjee,Corporate,South,Andhra Pradesh,PROD-0118,iPad Pro,Technology,Tablets,34190.83,3,0.0,9577.56
ORD-202305-01074,2023-05-16,2023-05-19,First Class,CUST-1212,Shivam Kapoor,Corporate,South,Tamil Nadu,PROD-0166,Gel Pen Pack 20,Office Supplies,Writing,4332.58,2,0.0,1546.15
ORD-202408-06632,2024-08-17,2024-08-19,Second Class,CUST-1177,Vihaan Chatterjee,Corporate,South,Karnataka,PROD-0177,Document Holder,Office Supplies,Binders & Organizers,9184.04,3,0.1,2143.18
ORD-202207-04241,2022-07-21,2022-07-21,Same Day,CUST-1172,Diya Verma,Consumer,East,Jharkhand,PROD-0172,Projector Portable,Office Supplies,Office Equipment,31339.96,3,0.25,6464.36
ORD-202410-09096,2024-10-17,2024-10-20,Standard Class,CUST-1341,Vivaan Kumar,Consumer,North,Punjab,PROD-0107,Oppo Find X7,Technology,Phones,73310.18,3,0.05,24394.84
ORD-202108-02092,2021-08-27,2021-08-27,Same Day,CUST-1223,Arjun Dubey,Consumer,North,Haryana,PROD-0133,Gaming Chair Pro,Furniture,Chairs,67915.2,4,0.05,-5979.71
ORD-202203-04528,2022-03-07,2022-03-10,Standard Class,CUST-1070,Nikhil Tiwari,Small Business,North,Delhi,PROD-0150,Curtain Set Premium,Furniture,Furnishings,11906.41,1,0.05,-6.81
ORD-202306-07284,2023-06-06,2023-06-10,Standard Class,CUST-1380,Lakshmi Yadav,Consumer,West,Madhya Pradesh,PROD-0167,Calligraphy Set,Office Supplies,Writing,1314.42,1,0.15,160.6
ORD-202105-06873,2021-05-09,2021-05-13,Standard Class,CUST-1236,Gaurav Khanna,Corporate,South,Telangana,PROD-0118,iPad Pro,Technology,Tablets,167569.74,3,0.0,23262.62
ORD-202112-07319,2021-12-21,2021-12-28,Standard Class,CUST-1210,Pooja Iyer,Consumer,South,Karnataka,PROD-0124,AirPods Pro,Technology,Accessories,12145.88,4,0.1,2950.4
ORD-202111-07506,2021-11-09,2021-11-16,Standard Class,CUST-1204,Sneha Bhatia,Home Office,South,Telangana,PROD-0136,Folding Chair Set,Furniture,Chairs,84679.41,3,0.0,-2378.43
ORD-202408-09303,2024-08-25,2024-08-27,First Class,CUST-1005,Sara Nair,Consumer,North,Rajasthan,PROD-0175,Desk Organizer Wood,Office Supplies,Binders & Organizers,5234.59,2,0.25,-478.41
ORD-202304-06915,2023-04-26,2023-05-01,Standard Class,CUST-1063,Manish Mukherjee,Home Office,West,Maharashtra,PROD-0163,Highlighter Pack 10,Office Supplies,Writing,2101.22,1,0.25,-175.5
ORD-202403-01004,2024-03-27,,Standard Class,CUST-1116,Ritika Sinha,Home Office,South,Tamil Nadu,PROD-0118,iPad Pro,Technology,Tablets,127747.73,3,0.0,44231.45
ORD-202209-09776,2022-09-26,2022-09-29,First Class,CUST-1187,Kunal Bhatia,Home Office,East,Assam,PROD-0153,Cushion Cover Set,Furniture,Furnishings,17987.33,4,0.1,2376.8
ORD-202311-08776,2023-11-08,2023-11-14,Standard Class,CUST-1370,Tushar Mehra,Consumer,North,Rajasthan,PROD-0145,Filing Cabinet,Furniture,Storage,12224.57,2,0.1,-628.9
ORD-202206-05369,2022-06-27,2022-06-27,Same Day,CUST-1200,Shruti Iyer,Home Office,East,Odisha,PROD-0127,Logitech MX Master,Technology,Accessories,865.25,1,0.0,124.19
ORD-202401-04652,2024-01-02,2024-01-05,Standard Class,CUST-1449,Varun Yadav,Consumer,West,Maharashtra,PROD-0175,Desk Organizer Wood,Office Supplies,Binders & Organizers,9271.99,3,0.0,1263.37
ORD-202201-08810,2022-01-26,2022-01-30,Standard Class,CUST-1141,Vivaan Verma,Small Business,South,Telangana,PROD-0154,Table Lamp Designer,Furniture,Furnishings,4931.79,1,0.05,736.91
ORD-202109-01486,2021-09-23,2021-09-25,First Class,CUST-1268,Riya Bhatia,Corporate,West,Goa,PROD-0130,Apple Watch Ultra,Technology,Accessories,29594.57,2,0.0,5564.65
ORD-202206-07692,2022-06-19,2022-06-22,Second Class,CUST-1270,Neha Malhotra,Consumer,East,Assam,PROD-0166,Gel Pen Pack 20,Office Supplies,Writing,761.97,1,0.0,210.17
ORD-202310-01412,2023-10-27,2023-10-30,Second Class,CUST-1138,Neha Pandey,Corporate,East,West Bengal,PROD-0124,AirPods Pro,Technology,Accessories,3361.21,1,0.05,964.91
ORD-202212-07851,2022-12-21,2022-12-24,Second Class,CUST-1024,Aanya Mehra,Consumer,North,Punjab,PROD-0117,iPad Air,Technology,Tablets,46809.65,4,0.0,8052.78
ORD-202411-00710,2024-11-23,2024-11-30,Standard Class,CUST-1466,Tushar Joshi,Consumer,North,Punjab,PROD-0160,Graph Paper Pad,Office Supplies,Paper,1283.97,2,0.3,280.1
ORD-202310-04983,2023-10-18,2023-10-20,Second Class,CUST-1158,Suresh Kapoor,Home Office,South,Tamil Nadu,PROD-0172,Projector Portable,Office Supplies,Office Equipment,19224.37,3,0.15,7257.51
ORD-202202-08133,2022-02-09,2022-02-13,Second Class,CUST-1143,Deepak Saxena,Consumer,South,Telangana,PROD-0168,HP LaserJet Printer,Office Supplies,Office Equipment,12280.57,1,0.0,1829.8
ORD-202107-07293,2021-07-24,2021-07-24,Same Day,CUST-1254,Ayaan Bhatia,Consumer,West,Maharashtra,PROD-0173,Scanner Flatbed,Office Supplies,Office Equipment,19065.81,3,0.2,-200.65
ORD-202311-03077,2023-11-01,2023-11-04,Standard Class,CUST-1022,Kiran Banerjee,Consumer,East,Assam,PROD-0160,Graph Paper Pad,Office Supplies,Paper,3246.16,2,0.0,585.53
ORD-202402-06196,2024-02-19,2024-02-19,Same Day,CUST-1124,Divya Reddy,Consumer,East,West Bengal,PROD-0153,Cushion Cover Set,Furniture,Furnishings,13811.22,2,0.0,-528.01
ORD-202108-04102,2021-08-02,2021-08-02,Same Day,CUST-1438,Tanvi Pandey,Home Office,North,Punjab,PROD-0113,ASUS ROG Zephyrus,Technology,Laptops,185462.63,2,0.05,56248.93
ORD-202408-05172,2024-08-28,2024-08-31,Standard Class,CUST-1493,Sai Khanna,Consumer,East,Odisha,PROD-0125,Sony WH-1000XM5,Technology,Accessories,11274.71,1,0.05,2469.72
ORD-202311-02723,2023-11-19,2023-11-24,Second Class,CUST-1437,Sneha Chopra,Consumer,North,Uttarakhand,PROD-0103,OnePlus 12,Technology,Phones,27445.51,2,0.1,3309.31
ORD-202412-09407,2024-12-06,2024-12-09,Standard Class,CUST-1286,Pallavi Gupta,Consumer,South,Kerala,PROD-0159,Legal Pad Pack,Office Supplies,Paper,3341.28,2,0.0,556.78
ORD-202410-01269,2024-10-20,2024-10-26,Standard Class,CUST-1392,Rahul Patel,Consumer,West,Goa,PROD-0104,Google Pixel 8,Technology,Phones,238613.0,5,0.1,58396.62
ORD-202210-02463,2022-10-16,2022-10-23,Standard Class,CUST-1362,Manish Singh,Corporate,East,Bihar,PROD-0137,Recliner Chair,Furniture,Chairs,32426.52,2,0.1,3873.98
ORD-202305-07839,2023-05-19,2023-05-19,Same Day,CUST-1425,Tushar Tiwari,Consumer,North,Uttarakhand,PROD-0172,Projector Portable,Office Supplies,Office Equipment,24202.8,3,0.0,3037.76
ORD-202212-00269,2022-12-07,2022-12-11,Standard Class,CUST-1400,Shivam Dubey,Home Office,West,Goa,PROD-0125,Sony WH-1000XM5,Technology,Accessories,7631.53,1,0.15,1059.66
ORD-202207-03581,2022-07-14,2022-07-17,Second Class,CUST-1493,Sai Khanna,Consumer,East,Odisha,PROD-0146,Wardrobe 3-Door,Furniture,Storage,9721.38,1,0.2,-2109.8
ORD-202202-04751,2022-02-25,2022-03-02,Standard Class,CUST-1373,Aarav Patel,Consumer,South,Andhra Pradesh,PROD-0126,JBL Flip 6,Technology,Accessories,26410.56,2,0.1,3543.75
ORD-202307-07048,2023-07-17,2023-07-20,Standard Class,CUST-1434,Tushar Menon,Consumer,West,Madhya Pradesh,PROD-0176,File Folder Pack,Office Supplies,Binders & Organizers,4215.84,2,0.2,880.59
ORD-202406-05000,2024-06-16,2024-06-18,Second Class,CUST-1396,Ananya Gupta,Small Business,North,Rajasthan,PROD-0101,iPhone 15,Technology,Phones,33846.91,1,0.0,8164.55
ORD-202408-05216,2024-08-28,2024-08-31,Standard Class,CUST-1193,Manish Patel,Small Business,East,Assam,PROD-0115,MSI Creator Z16,Technology,Laptops,57923.45,1,0.15,14782.55
ORD-202405-08505,2024-05-04,2024-05-10,Standard Class,CUST-1337,Isha Nair,Home Office,East,Bihar,PROD-0150,Curtain Set Premium,Furniture,Furnishings,33241.42,4,0.15,3467.59
ORD-202101-02822,2021-01-04,2021-01-04,Same Day,CUST-1073,Isha Banerjee,Consumer,North,Haryana,PROD-0110,Dell XPS 15,Technology,Laptops,191731.23,4,0.2,10840.11
ORD-202307-06779,2023-07-10,2023-07-15,Standard Class,CUST-1067,Sanjay Kumar,Consumer,West,Gujarat,PROD-0104,Google Pixel 8,Technology,Phones,11123.91,1,0.0,2116.94
ORD-202112-00590,2021-12-11,2021-12-11,Same Day,CUST-1185,Tarun Reddy,Consumer,North,Rajasthan,PROD-0167,Calligraphy Set,Office Supplies,Writing,2895.16,2,0.15,1089.0
ORD-202302-07827,2023-02-26,2023-03-05,Standard Class,CUST-1236,Gaurav Khanna,Corporate,South,Telangana,PROD-0177,Document Holder,Office Supplies,Binders & Organizers,729.27,2,0.0,165.62
ORD-202307-05315,2023-07-12,2023-07-12,Same Day,CUST-1245,Sai Nair,Consumer,North,Uttarakhand,PROD-0121,OnePlus Pad,Technology,Tablets,254799.4,5,0.0,43861.89
ORD-202212-09955,2022-12-28,2023-01-02,Standard Class,CUST-1082,Nisha Gupta,Corporate,South,Telangana,PROD-0138,Standing Desk,Furniture,Tables,48569.07,2,0.0,9541.44
ORD-202406-07741,2024-06-11,2024-06-16,Second Class,CUST-1456,Gaurav Jain,Consumer,North,Rajasthan,PROD-0144,Bookshelf 5-Tier,Furniture,Storage,6306.64,1,0.1,-599.43
ORD-202412-07921,2024-12-18,2024-12-22,Standard Class,CUST-1097,Neha Yadav,Corporate,South,Kerala,PROD-0107,Oppo Find X7,Technology,Phones,43691.23,3,0.05,7852.38
ORD-202212-08186,2022-12-10,2022-12-10,Same Day,CUST-1092,,Corporate,South,Telangana,PROD-0127,Logitech MX Master,Technology,Accessories,50370.24,4,0.15,12267.9
ORD-202307-06374,2023-07-16,2023-07-16,Same Day,CUST-1472,Ayaan Khanna,Small Business,East,Jharkhand,PROD-0104,Google Pixel 8,Technology,Phones,19564.72,1,0.15,6129.49
ORD-202202-02029,2022-02-01,2022-02-08,Standard Class,CUST-1140,Aanya Khanna,Small Business,South,Tamil Nadu,PROD-0102,Samsung Galaxy S24,Technology,Phones,109199.41,2,0.0,28437.55
ORD-202207-06897,2022-07-12,2022-07-17,Standard Class,CUST-1244,Akash Das,Consumer,East,West Bengal,PROD-0139,L-Shaped Computer Desk,Furniture,Tables,17336.25,2,0.05,-1596.6
ORD-202401-00678,2024-01-11,2024-01-18,Standard Class,CUST-1358,Rajesh Mukherjee,Corporate,North,Punjab,PROD-0163,Highlighter Pack 10,Office Supplies,Writing,476.84,1,0.05,136.27
ORD-202203-09517,2022-03-10,2022-03-14,Standard Class,CUST-1043,Rahul Mishra,Consumer,North,Delhi,PROD-0165,Pencil Box Premium,Office Supplies,Writing,704.33,1,0.1,193.53
ORD-202407-01233,2024-07-06,2024-07-10,Standard Class,CUST-1276,Aditya Das,Corporate,West,Madhya Pradesh,PROD-0169,Paper Shredder,Office Supplies,Office Equipment,52017.36,3,0.1,12708.01
ORD-202309-05358,2023-09-26,2023-10-02,Standard Class,CUST-1250,Reyansh Sinha,Home Office,South,Kerala,PROD-0139,L-Shaped Computer Desk,Furniture,Tables,20928.66,1,0.0,2137.7
ORD-202209-08926,2022-09-25,2022-09-26,First Class,CUST-1006,Myra Kapoor,Consumer,West,Gujarat,PROD-0121,OnePlus Pad,Technology,Tablets,49462.96,5,0.05,14053.79
ORD-202304-05091,2023-04-11,2023-04-11,Same Day,CUST-1215,Komal Reddy,Corporate,East,Bihar,PROD-0144,Bookshelf 5-Tier,Furniture,Storage,11635.75,1,0.15,-931.29
ORD-202102-06298,2021-02-13,2021-02-14,First Class,CUST-1430,Sanjay Yadav,Consumer,East,Jharkhand,PROD-0147,TV Entertainment Unit,Furniture,Storage,19158.26,1,0.0,2805.84
ORD-202306-02433,2023-06-05,2023-06-08,Second Class,CUST-1213,Sara Malhotra,Corporate,West,Goa,PROD-0135,Mesh Back Chair,Furniture,Chairs,18030.39,1,0.1,1541.36
ORD-202207-06391,2022-07-19,2022-07-24,Second Class,CUST-1237,Ayaan Tiwari,Consumer,South,Tamil Nadu,PROD-0122,Xiaomi Pad 6,Technology,Tablets,28493.32,1,0.0,6069.72
ORD-202111-06190,2021-11-24,2021-12-01,Standard Class,CUST-1208,Sneha Pandey,Corporate,East,Jharkhand,PROD-0121,OnePlus Pad,Technology,Tablets,60503.18,1,0.05,6607.3
